Class,Palabra,Mutual Information,Repeticiones,Valor
0,khabaronline,0.999972256,56,55.99844631
0,unterhaltung,0.999972256,56,55.99844631
0,torrentdn,0.999972256,56,55.99844631
0,variety,0.999972256,56,55.99844631
0,tinh,0.999972256,55,54.99847406
0,gizmodo,0.999972256,55,54.99847406
0,tom,0.999972256,55,54.99847406
0,wr_id,0.999972256,55,54.99847406
0,dau,0.999972256,55,54.99847406
0,his,0.999972256,55,54.99847406
0,voi,0.999972256,54,53.9985018
0,nhat,0.999972256,54,53.9985018
0,electronice,0.999972256,54,53.9985018
0,organisations,0.999972256,53,52.99852955
0,hdfcbank,0.999972256,53,52.99852955
0,thi,0.999972256,53,52.99852955
0,sonar,0.999972256,53,52.99852955
0,topics,0.999972256,53,52.99852955
0,taobao,0.999972256,53,52.99852955
0,dantri,0.999972256,53,52.99852955
0,evt19,0.999972256,51,50.99858504
0,electrocasnice,0.999972256,51,50.99858504
0,girlfriend,0.999972256,51,50.99858504
0,sfglobe,0.999972256,51,50.99858504
0,yourlust,0.999972256,51,50.99858504
0,babal,0.999972256,50,49.99861278
0,star,0.999972256,50,49.99861278
0,submission,0.999972256,50,49.99861278
0,kienthuc,0.999972256,50,49.99861278
0,hicloud,0.999972256,50,49.99861278
0,9c,0.999972256,50,49.99861278
0,daily,0.999972256,50,49.99861278
0,cong,0.999972256,49,48.99864052
0,2fstock,0.999972256,49,48.99864052
0,tuc,0.999972256,49,48.99864052
0,quotes,0.999972256,49,48.99864052
0,gia,0.999972256,48,47.99866827
0,eksisozluk,0.999972256,48,47.99866827
0,patch,0.999972256,47,46.99869601
0,dung,0.999972256,47,46.99869601
0,different,0.999972256,47,46.99869601
0,should,0.999972256,47,46.99869601
0,pussy,0.999972256,47,46.99869601
0,gawker,0.999972256,47,46.99869601
0,myspace,0.999972256,45,44.9987515
0,sourceforge,0.999972256,45,44.9987515
0,cheezburger,0.999972256,45,44.9987515
0,a0,0.999972256,45,44.9987515
0,ink361,0.999972256,45,44.9987515
0,zadn,0.999972256,45,44.9987515
0,vo,0.999972256,45,44.9987515
0,doi,0.999972256,45,44.9987515
0,getpocket,0.999972256,44,43.99877925
0,mozilla,0.999972256,44,43.99877925
0,vivoglobal,0.999972256,44,43.99877925
0,dick,0.999972256,44,43.99877925
0,referringhubid,0.999972256,44,43.99877925
0,tvshow,0.999972256,44,43.99877925
0,forumdisplay,0.999972256,44,43.99877925
0,channel,0.999972256,44,43.99877925
0,hai,0.999972256,43,42.99880699
0,dragox,0.999972256,43,42.99880699
0,xvid,0.999972256,43,42.99880699
0,khi,0.999972256,43,42.99880699
0,sexy,0.999972256,43,42.99880699
0,takes,0.999972256,43,42.99880699
0,ck101,0.999972256,43,42.99880699
0,ubuntu,0.999972256,43,42.99880699
0,sinh,0.999972256,43,42.99880699
0,gadget,0.999972256,42,41.99883474
0,brunette,0.999972256,41,40.99886248
0,tuong,0.999972256,41,40.99886248
0,paytm,0.999972256,41,40.99886248
0,ocsp,0.999972256,41,40.99886248
0,triangle,0.999972256,41,40.99886248
0,tren,0.999972256,41,40.99886248
0,hoi,0.999972256,41,40.99886248
0,elektronik,0.999972256,41,40.99886248
0,women,0.999972256,41,40.99886248
0,gioi,0.999972256,40,39.99889022
0,trung,0.999972256,40,39.99889022
0,governo,0.999972256,40,39.99889022
0,dien,0.999972256,38,37.99894571
0,l7,0.999972256,38,37.99894571
0,ucweb,0.999972256,38,37.99894571
0,yahoodns,0.999972256,38,37.99894571
0,young,0.999972256,38,37.99894571
0,geordie,0.999972256,38,37.99894571
0,alicdn,0.999972256,38,37.99894571
0,bao,0.999972256,38,37.99894571
0,cs2,0.999972256,38,37.99894571
0,searchautocomplete,0.999972256,37,36.99897346
0,clien,0.999972256,37,36.99897346
0,recommend,0.999972256,37,36.99897346
0,ky,0.999972256,37,36.99897346
0,duong,0.999972256,37,36.99897346
0,quan,0.999972256,37,36.99897346
0,mediaset,0.999972256,37,36.99897346
0,newshared,0.999972256,37,36.99897346
0,baby,0.999972256,36,35.9990012
0,books,0.999972256,36,35.9990012
0,prd,0.999972256,36,35.9990012
0,woman,0.999972256,36,35.9990012
0,161196,0.999972256,36,35.9990012
0,truong,0.999972256,36,35.9990012
0,cookpad,0.999972256,36,35.9990012
0,train,0.999972256,36,35.9990012
0,lam,0.999972256,36,35.9990012
0,bongda88,0.999972256,36,35.9990012
0,avast,0.999972256,36,35.9990012
0,r6,0.999972256,35,34.99902895
0,qua,0.999972256,35,34.99902895
0,chuyen,0.999972256,35,34.99902895
0,zalo,0.999972256,35,34.99902895
0,fishki,0.999972256,35,34.99902895
0,hoa,0.999972256,35,34.99902895
0,atwiki,0.999972256,35,34.99902895
0,privatbank,0.999972256,35,34.99902895
0,bestblackhatforum,0.999972256,35,34.99902895
0,fucked,0.999972256,35,34.99902895
0,metro,0.999972256,34,33.99905669
0,taboola,0.999972256,34,33.99905669
0,xboxlive,0.999972256,34,33.99905669
0,latina,0.999972256,34,33.99905669
0,pstatp,0.999972256,34,33.99905669
0,marvels,0.999972256,34,33.99905669
0,diem,0.999972256,34,33.99905669
0,names,0.999972256,34,33.99905669
0,livecategory,0.999972256,34,33.99905669
0,nuoc,0.999972256,34,33.99905669
0,onedio,0.999972256,34,33.99905669
0,kaspersky,0.999972256,31,30.99913992
0,nymag,0.999972256,31,30.99913992
0,espn,0.999972256,31,30.99913992
0,agents,0.999972256,31,30.99913992
0,squarespace,0.999972256,31,30.99913992
0,mang,0.999972256,31,30.99913992
0,xa,0.999972256,31,30.99913992
0,hollywood,0.999972256,31,30.99913992
0,seasonvar,0.999972256,31,30.99913992
0,duoc,0.999972256,31,30.99913992
0,dotomi,0.999972256,31,30.99913992
0,ew4hou_an610rpsocimkj_iulbofatby4b0mlqoh7lf,0.999972256,31,30.99913992
0,blonde,0.999972256,30,29.99916767
0,huge,0.999972256,30,29.99916767
0,3gppnetwork,0.999972256,30,29.99916767
0,guy,0.999972256,30,29.99916767
0,trang,0.999972256,30,29.99916767
0,recipes,0.999972256,30,29.99916767
0,amateur,0.999972256,30,29.99916767
0,haberi,0.999972256,30,29.99916767
0,beautiful,0.999972256,30,29.99916767
0,mp3,0.999972256,30,29.99916767
0,dies,0.999972256,30,29.99916767
0,42u,0.999972256,30,29.99916767
0,xossip,0.999972256,30,29.99916767
0,1a0185aef96dc82d1f523a00d7134802,0.999972256,30,29.99916767
0,thong,0.999972256,30,29.99916767
0,xe,0.999972256,30,29.99916767
0,haberler,0.999972256,30,29.99916767
0,dinh,0.999972256,30,29.99916767
0,teen,0.999972256,30,29.99916767
0,bien,0.999972256,30,29.99916767
0,sogou,0.999972256,30,29.99916767
0,hang,0.999972256,29,28.99919541
0,stars,0.999972256,29,28.99919541
0,comicbook,0.999972256,29,28.99919541
0,5b0,0.999972256,29,28.99919541
0,thuc,0.999972256,29,28.99919541
0,outbrain,0.999972256,29,28.99919541
0,tang,0.999972256,29,28.99919541
0,scdn,0.999972256,29,28.99919541
0,dep,0.999972256,29,28.99919541
0,only,0.999972256,29,28.99919541
0,1080p,0.999972256,29,28.99919541
0,hinh,0.999972256,29,28.99919541
0,pinterest,0.999972256,29,28.99919541
0,ettv,0.999972256,28,27.99922316
0,roblox,0.999972256,28,27.99922316
0,cock,0.999972256,28,27.99922316
0,chick,0.999972256,28,27.99922316
0,kinh,0.999972256,28,27.99922316
0,filehippo,0.999972256,28,27.99922316
0,oneplus,0.999972256,28,27.99922316
0,behind,0.999972256,28,27.99922316
0,bmw,0.999972256,28,27.99922316
0,gay,0.999972256,28,27.99922316
0,san,0.999972256,28,27.99922316
0,moviepilot,0.999972256,28,27.99922316
0,says,0.999972256,28,27.99922316
0,technology,0.999972256,27,26.9992509
0,still,0.999972256,27,26.9992509
0,add_facet_filter,0.999972256,27,26.9992509
0,nha,0.999972256,27,26.9992509
0,cdninstagram,0.999972256,27,26.9992509
0,rbxcdn,0.999972256,27,26.9992509
0,never,0.999972256,27,26.9992509
0,sberbank,0.999972256,27,26.9992509
0,every,0.999972256,27,26.9992509
0,opera,0.999972256,27,26.9992509
0,pocket,0.999972256,27,26.9992509
0,constraint,0.999972256,27,26.9992509
0,cnzz,0.999972256,27,26.9992509
0,cung,0.999972256,27,26.9992509
0,ultron,0.999972256,27,26.9992509
0,seria,0.999972256,27,26.9992509
0,dam,0.999972256,27,26.9992509
0,phong,0.999972256,27,26.9992509
0,facet,0.999972256,27,26.9992509
0,heytapmobi,0.999972256,25,24.99930639
0,ksmobile,0.999972256,25,24.99930639
0,2frecommend,0.999972256,25,24.99930639
0,nhs,0.999972256,25,24.99930639
0,2fcategory,0.999972256,25,24.99930639
0,252fcategory,0.999972256,25,24.99930639
0,3frt,0.999972256,25,24.99930639
0,wpengine,0.999972256,25,24.99930639
0,reshenija,0.999972256,25,24.99930639
0,five,0.999972256,25,24.99930639
0,rtb,0.999972256,25,24.99930639
0,musik,0.999972256,24,23.99933413
0,could,0.999972256,24,23.99933413
0,bdstatic,0.999972256,24,23.99933413
0,canh,0.999972256,24,23.99933413
0,cant,0.999972256,24,23.99933413
0,baltimore,0.999972256,24,23.99933413
0,they,0.999972256,24,23.99933413
0,she,0.999972256,24,23.99933413
0,beacon,0.999972256,24,23.99933413
0,prop24,0.999972256,24,23.99933413
0,teespring,0.999972256,24,23.99933413
0,strategiespiele,0.999972256,24,23.99933413
0,stun,0.999972256,24,23.99933413
0,civil,0.999972256,24,23.99933413
0,tipping,0.999972256,24,23.99933413
0,thread,0.999972256,24,23.99933413
0,want,0.999972256,22,21.99938962
0,awards,0.999972256,22,21.99938962
0,sang,0.999972256,22,21.99938962
0,phat,0.999972256,22,21.99938962
0,phai,0.999972256,22,21.99938962
0,round,0.999972256,22,21.99938962
0,wissen,0.999972256,22,21.99938962
0,tuyen,0.999972256,22,21.99938962
0,irecommend,0.999972256,22,21.99938962
0,telegraf,0.999972256,22,21.99938962
0,adnxs,0.999972256,22,21.99938962
0,anunturi,0.999972256,22,21.99938962
0,ngoai,0.999972256,22,21.99938962
0,politics,0.999972256,22,21.99938962
0,nepal,0.999972256,22,21.99938962
0,reasons,0.999972256,22,21.99938962
0,startup,0.999972256,22,21.99938962
0,person,0.999972256,22,21.99938962
0,abcnews,0.999972256,22,21.99938962
0,shopee,0.999972256,22,21.99938962
0,human,0.999972256,22,21.99938962
0,chuan,0.999972256,22,21.99938962
0,byteoversea,0.999972256,22,21.99938962
0,bay,0.999972256,22,21.99938962
0,celebrity,0.999972256,22,21.99938962
0,dieu,0.999972256,22,21.99938962
0,chien,0.999972256,22,21.99938962
0,dao,0.999972256,22,21.99938962
0,trai,0.999972256,22,21.99938962
0,chinh,0.999972256,21,20.99941737
0,ong,0.999972256,21,20.99941737
0,makes,0.999972256,21,20.99941737
0,adorable,0.999972256,21,20.99941737
0,economy,0.999972256,21,20.99941737
0,powerful,0.999972256,21,20.99941737
0,making,0.999972256,21,20.99941737
0,officeapps,0.999972256,21,20.99941737
0,moto,0.999972256,21,20.99941737
0,jenner,0.999972256,21,20.99941737
0,fight,0.999972256,21,20.99941737
0,creativity,0.999972256,21,20.99941737
0,l1,0.999972256,21,20.99941737
0,shots,0.999972256,21,20.99941737
0,cross,0.999972256,21,20.99941737
0,policies,0.999972256,21,20.99941737
0,adam,0.999972256,21,20.99941737
0,euro,0.999972256,21,20.99941737
0,hien,0.999972256,21,20.99941737
0,uproxx,0.999972256,21,20.99941737
0,goods,0.999972256,21,20.99941737
0,oath,0.999972256,21,20.99941737
0,worldoftanks,0.999972256,21,20.99941737
0,alibabadns,0.999972256,21,20.99941737
0,universalnyje,0.999972256,21,20.99941737
0,agricole,0.999972256,21,20.99941737
0,loves,0.999972256,21,20.99941737
0,ssp,0.999972256,21,20.99941737
0,danh,0.999972256,21,20.99941737
0,distractify,0.999972256,921,920.9744474
0,googlevideo,0.999972256,351,350.9902617
0,qq,0.999972256,267,266.9925922
0,extratorrent,0.999972256,211,210.9941459
0,fbcdn,0.999972256,208,207.9942292
0,entertainment,0.999972256,184,183.994895
0,mashable,0.999972256,163,162.9954777
0,depositphotos,0.999972256,121,120.9966429
0,b0,0.999972256,118,117.9967262
0,nam,0.999972256,114,113.9968371
0,codecanyon,0.999972256,111,110.9969204
0,strategy,0.999972256,107,106.9970313
0,8c,0.999972256,85,84.99764173
0,episode,0.999972256,78,77.99783594
0,indianexpress,0.999972256,78,77.99783594
0,sync,0.999972256,73,72.99797466
0,fastly,0.999972256,71,70.99803015
0,serverfault,0.999972256,71,70.99803015
0,500px,0.999972256,66,65.99816887
0,lifehacker,0.999972256,66,65.99816887
0,r2,0.999972256,66,65.99816887
0,noi,0.999972256,64,63.99822436
0,keyvalueservice,0.999972256,64,63.99822436
0,spring,0.999972256,64,63.99822436
0,things,0.999972256,59,58.99836308
0,persianblog,0.999972256,59,58.99836308
0,deadspin,0.999972256,59,58.99836308
0,set_id,0.999972256,59,58.99836308
0,khong,0.999972256,57,56.99841857
0,edge,0.999972256,57,56.99841857
0,jokes,0.999972256,52,51.99855729
0,bigcinema,0.999972256,52,51.99855729
0,a5,0.999972256,52,51.99855729
0,cho,0.999972256,46,45.99872376
0,mat,0.999972256,46,45.99872376
0,oppomobile,0.999972256,39,38.99891797
0,shore,0.999972256,39,38.99891797
0,stationleader,0.999972256,39,38.99891797
0,unity3d,0.999972256,39,38.99891797
0,changelanguage,0.999972256,39,38.99891797
0,ntp,0.999972256,39,38.99891797
0,graphicriver,0.999972256,39,38.99891797
0,wants,0.999972256,33,32.99908443
0,follow_top_learn_more,0.999972256,33,32.99908443
0,haber,0.999972256,33,32.99908443
0,ac3,0.999972256,33,32.99908443
0,rubiconproject,0.999972256,33,32.99908443
0,jock7gzdoyrcit2176ilzhcz8uopogct6y1ax8fntpf,0.999972256,33,32.99908443
0,avengers,0.999972256,33,32.99908443
0,before,0.999972256,32,31.99911218
0,b5160424,0.999972256,32,31.99911218
0,busty,0.999972256,32,31.99911218
0,weather,0.999972256,32,31.99911218
0,week,0.999972256,32,31.99911218
0,but,0.999972256,32,31.99911218
0,amazing,0.999972256,32,31.99911218
0,tien,0.999972256,32,31.99911218
0,ever,0.999972256,32,31.99911218
0,pitchfork,0.999972256,32,31.99911218
0,gai,0.999972256,26,25.99927865
0,musical,0.999972256,26,25.99927865
0,nsatc,0.999972256,26,25.99927865
0,milf,0.999972256,26,25.99927865
0,director,0.999972256,26,25.99927865
0,amtrak,0.999972256,26,25.99927865
0,du,0.999972256,26,25.99927865
0,duy,0.999972256,26,25.99927865
0,ifttt,0.999972256,26,25.99927865
0,cau,0.999972256,26,25.99927865
0,cao,0.999972256,26,25.99927865
0,partners,0.999972256,26,25.99927865
0,sobre,0.999972256,26,25.99927865
0,fazenda,0.999972256,26,25.99927865
0,marvel,0.999972256,26,25.99927865
0,ngay,0.999972256,26,25.99927865
0,dead,0.999972256,26,25.99927865
0,prezi,0.999972256,26,25.99927865
0,appsflyer,0.999972256,26,25.99927865
0,crash,0.999972256,26,25.99927865
0,demdex,0.999972256,23,22.99936188
0,tuoi,0.999972256,23,22.99936188
0,2fboard,0.999972256,23,22.99936188
0,3fbo_table,0.999972256,23,22.99936188
0,nghiep,0.999972256,23,22.99936188
0,giphy,0.999972256,23,22.99936188
0,couchtuner,0.999972256,23,22.99936188
0,perf,0.999972256,23,22.99936188
0,aps,0.999972256,23,22.99936188
0,2fbbs,0.999972256,23,22.99936188
0,masini,0.999972256,23,22.99936188
0,tits,0.999972256,23,22.99936188
0,keyword,0.999972256,23,22.99936188
0,pandora,0.999972256,23,22.99936188
0,cuoi,0.999972256,23,22.99936188
0,secret,0.999972256,23,22.99936188
0,named,0.999972256,23,22.99936188
0,doesnt,0.999972256,23,22.99936188
0,duc,0.999972256,23,22.99936188
0,inside,0.999972256,23,22.99936188
0,internal,0.999972256,23,22.99936188
0,bang,0.999972256,23,22.99936188
0,chaturbate,0.999972256,23,22.99936188
0,single,0.999972256,23,22.99936188
0,toc,0.999972256,23,22.99936188
0,gif,0.999972256,23,22.99936188
0,worlds,0.999972256,23,22.99936188
0,vao,0.999972256,23,22.99936188
0,sau,0.999972256,23,22.99936188
0,does,0.999972256,23,22.99936188
0,sony,0.999972256,23,22.99936188
0,tham,0.999972256,23,22.99936188
0,cloudflare,0.999972256,23,22.99936188
0,2fcs2,0.999972256,23,22.99936188
0,chief,0.999972256,23,22.99936188
0,lazada,0.999972256,23,22.99936188
0,cnn,0.999972256,23,22.99936188
0,cedexis,0.999972256,23,22.99936188
0,spy_on_private_show_tokens_per_minute,0.999972256,23,22.99936188
0,tap,0.999972256,23,22.99936188
0,vien,0.999972256,23,22.99936188
0,olx,0.996866345,465,463.5428503
0,limit,0.996711926,886,883.0867668
0,related,0.996689672,880,877.086911
0,d0,0.994369549,258,256.5473437
0,otomoto,0.993630729,228,226.5478061
0,2015,0.990825162,1424,1410.935031
0,push,0.990386207,151,149.5483172
0,war,0.990322086,150,148.5483128
0,b5,0.990191235,148,146.5483028
0,with,0.990056787,438,433.6448726
0,are,0.988917067,131,129.5481358
0,b4,0.988384281,125,123.5480352
0,movies,0.988195088,123,121.5479958
0,b8,0.988049088,243,240.0959284
0,can,0.987899423,120,118.5479308
0,akadns,0.987408794,346,341.6434428
0,will,0.987148215,113,111.5477483
0,age,0.986675433,109,107.5476222
0,photos,0.986166456,210,207.0949558
0,gets,0.986033065,104,102.5474387
0,her,0.985758396,204,201.0947129
0,day,0.985472686,100,98.54726859
0,hero,0.984542215,94,92.54696821
0,e3,0.984118304,183,180.0936497
0,div,0.984118304,183,180.0936497
0,watch,0.983942146,181,178.0935284
0,xiaomi,0.983484133,88,86.54660369
0,b9,0.983098437,86,84.54646558
0,d1,0.982898742,255,250.6391793
0,b7,0.982898742,85,83.54639309
0,the,0.982742816,1432,1407.287713
0,after,0.982484829,83,81.5462408
0,82,0.982413884,248,243.6386433
0,bi,0.982270254,82,80.54616082
0,articles,0.981938333,161,158.0920716
0,2014,0.981499596,393,385.729341
0,shows,0.981356577,78,76.54581304
0,b2,0.981235693,155,152.0915324
0,like,0.980863433,76,74.54562088
0,a7,0.980736037,151,148.0911415
0,cloudapp,0.980343449,74,72.54541521
0,detail,0.980209001,147,144.0907231
0,vision,0.979794374,72,70.5451949
0,back,0.979750862,934,915.0873051
0,games,0.979063266,139,136.089794
0,when,0.978598605,68,66.54470513
0,r1,0.978598605,68,66.54470513
0,that,0.978439094,135,132.0892777
0,have,0.978277184,67,65.54457136
0,girl,0.978277184,67,65.54457136
0,season,0.976513283,124,121.0876471
0,e6,0.975724709,60,58.54348256
0,than,0.975724709,60,58.54348256
0,fortune,0.974881275,58,56.54311393
0,geo,0.974881275,58,56.54311393
0,what,0.97420916,113,110.085635
0,photo,0.973859415,223,217.1706496
0,wife,0.973500044,55,53.54250243
0,most,0.973500044,55,53.54250243
0,this,0.972836126,161,156.6266162
0,ig,0.97082591,50,48.5412955
0,b3,0.970224912,98,95.0820414
0,bat,0.969598607,48,46.54073311
0,their,0.968263396,46,44.54011621
0,8f,0.966805392,44,42.53943723
0,video,0.966449683,566,547.0105206
0,oembed,0.966024924,43,41.53907172
0,of,0.965783569,854,824.7791683
0,dong,0.965206837,84,81.07737434
0,advertising,0.965206837,42,40.53868717
0,sdk,0.965206837,42,40.53868717
0,9d,0.964348346,41,39.53828218
0,he,0.96344638,40,38.53785518
0,girls,0.96249755,39,37.53740446
0,bing,0.96249755,39,37.53740446
0,market,0.96249755,39,37.53740446
0,better,0.96249755,39,37.53740446
0,mic,0.961239861,151,145.147219
0,b1,0.961153007,113,108.6102898
0,wiki,0.960443891,37,35.53642398
0,responsive,0.960443891,37,35.53642398
0,york,0.960443891,37,35.53642398
0,series,0.959330271,36,34.53588976
0,player,0.959330271,36,34.53588976
0,road,0.959330271,36,34.53588976
0,tai,0.958749593,71,68.07122109
0,trailer,0.95815208,35,33.5353228
0,videos,0.958041575,384,367.8879649
0,list,0.957908196,174,166.6760261
0,teams,0.957536989,69,66.07005226
0,browser,0.956903534,34,32.53472015
0,80,0.956644824,169,161.6729752
0,press,0.956470617,101,96.60353231
0,guide,0.955578136,66,63.06815699
0,take,0.955578136,33,31.5340785
0,e8,0.955578136,33,31.5340785
0,vs,0.955578136,33,31.5340785
0,interview,0.955578136,33,31.5340785
0,hon,0.955578136,33,31.5340785
0,answer,0.955578136,33,31.5340785
0,tam,0.955578136,33,31.5340785
0,program,0.954168566,32,30.53339411
0,gives,0.954168566,32,30.53339411
0,ways,0.954168566,32,30.53339411
0,tran,0.954168566,32,30.53339411
0,know,0.954168566,32,30.53339411
0,prod,0.95361662,253,241.2650048
0,string,0.952666541,31,29.53266277
0,moi,0.952666541,31,29.53266277
0,magazine,0.952037779,153,145.6617801
0,year,0.951877967,61,58.06455601
0,position,0.951062655,30,28.53187965
0,job,0.951062655,30,28.53187965
0,recommended,0.951062655,30,28.53187965
0,sb,0.951062655,30,28.53187965
0,southeast,0.951062655,30,28.53187965
0,article,0.95021922,177,168.188802
0,buy,0.949699049,146,138.6560612
0,para,0.949346183,87,82.59311788
0,e9,0.949346183,58,55.06207859
0,you,0.949123114,231,219.2474394
0,big,0.948898071,115,109.1232782
0,a8,0.948746932,86,81.59223617
0,5d,0.948746932,86,81.59223617
0,dc,0.947504836,56,53.0602708
0,funny,0.947504836,28,26.5301354
0,playstation,0.947504836,28,26.5301354
0,azure,0.947504836,28,26.5301354
0,dang,0.947504836,28,26.5301354
0,world,0.946730234,138,130.6487723
0,a4,0.946532997,55,52.05931482
0,e5,0.946200999,82,77.58848193
0,360,0.946200999,82,77.58848193
0,has,0.945524472,81,76.5874822
0,icicibank,0.945524472,54,51.05832147
0,hard,0.945524472,27,25.52916073
0,tags,0.944830701,80,75.58645611
0,more,0.944477143,53,50.05728858
0,b6,0.944477143,53,50.05728858
0,phan,0.943388727,26,24.52810691
0,chi,0.943388727,26,24.52810691
0,sao,0.943388727,26,24.52810691
0,features,0.942256758,51,48.05509464
0,analytics,0.942256758,51,48.05509464
0,and,0.941650044,631,594.1811778
0,west,0.941078567,100,94.10785665
0,con,0.941078567,50,47.05392833
0,den,0.941078567,25,23.52696416
0,culture,0.941078567,25,23.52696416
0,2012,0.941078567,75,70.58089249
0,item,0.94091783,374,351.9032682
0,a1,0.940266009,74,69.5796847
0,8a,0.940266009,74,69.5796847
0,just,0.939851263,49,46.05271189
0,tune,0.938571711,48,45.05144212
0,fashion,0.938571711,24,22.52572106
0,against,0.938571711,24,22.52572106
0,chris,0.938571711,24,22.52572106
0,really,0.938571711,24,22.52572106
0,sn,0.938243266,382,358.4089276
0,hub,0.9372365,94,88.10023102
0,10,0.936255036,1111,1040.179345
0,oferta,0.935841918,138,129.1461847
0,north,0.935841918,23,21.52436412
